pk_cnae;nu_ordem_1;nu_ordem_2;nu_ordem_3;nu_ordem_4;nu_ordem_5;cd_ramo_atividade_1;cd_ramo_atividade_2;cd_ramo_atividade_3;cd_ramo_atividade_4;cd_ramo_atividade_5;de_ramo_atividade_1;de_ramo_atividade_2;de_ramo_atividade_3;de_ramo_atividade_4;de_ramo_atividade_5
2772;0;1;;;;1020101;1020102;;;;FABRICACAO DE CONSERVAS DE PEIXES CRUSTACEOS E MOLUSCOS;PRESERVACAO DE PEIXES CRUSTACEOS E MOLUSCOS;;;
2795;0;1;;;;4757100;7119799;;;;ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO EXCETO INFORMATICA E COMUNICACAO;;;
2788;0;1;2;;;4321500;4757100;9521500;;;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO EXCETO INFORMATICA E COMUNICACAO;INSTALACAO E MANUTENCAO ELETRICA;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;;
2799;0;1;;;;4631100;4721103;;;;COMERCIO ATACADISTA DE LEITE E LATICINIOS;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;;;
2792;0;1;2;3;;8511200;8512100;8513900;8520100;;EDUCACAO INFANTIL  CRECHE;EDUCACAO INFANTIL  PREESCOLA;ENSINO FUNDAMENTAL;ENSINO MEDIO;
2791;0;1;;;;6209100;9511800;;;;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;;;
1027;0;1;;;;8111700;8121400;;;;LIMPEZA EM PREDIOS E EM DOMICILIOS;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS EXCETO CONDOMINIOS PREDIAIS;;;
246;0;;;;;4729699;;;;;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;;;;
60;0;1;;;;4399101;8121400;;;;ADMINISTRACAO DE OBRAS;LIMPEZA EM PREDIOS E EM DOMICILIOS;;;
61;0;;;;;1352900;;;;;FABRICACAO DE ARTEFATOS DE TAPECARIA;;;;
1062;0;1;;;;4511101;4511102;;;;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS NOVOS;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS USADOS;;;
1134;0;1;;;;7020400;8599604;;;;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;;;
1139;0;1;2;;;4753900;4754701;4754702;;;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;;
1065;0;;;;;8299707;;;;;SALAS DE ACESSO A INTERNET;;;;
65;0;1;2;3;4;4751200;4761003;4789099;8219999;8299706;CASAS LOTERICAS;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE
472;0;1;;;;4520007;4530703;;;;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;;;
66;0;1;2;3;4;4729602;4729699;4761001;4762800;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE DISCOS CDS DVDS E FITAS;COMERCIO VAREJISTA DE LIVROS;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
1153;0;1;2;;;4687701;4687702;4687703;;;COMERCIO ATACADISTA DE RESIDUOS DE PAPEL E PAPELAO;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS NAOMETALICOS EXCETO DE PAPEL E PAPELAO;;
68;0;;;;;1622602;;;;;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS;;;;
69;0;1;2;3;;3321000;4614100;7112000;7119799;;ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS EQUIPAMENTOS EMBARCACOES E AERONAVES;SERVICOS DE ENGENHARIA;
70;0;1;2;;;4755502;4781400;4782202;;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;;
1154;0;1;;;;0321301;0322101;;;;CRIACAO DE PEIXES EM AGUA DOCE;CRIACAO DE PEIXES EM AGUA SALGADA E SALOBRA;;;
72;0;1;;;;1066000;4771704;;;;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;FABRICACAO DE ALIMENTOS PARA ANIMAIS;;;
73;0;1;2;3;4;1622699;4321500;4322301;4399103;8299707;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;OBRAS DE ALVENARIA;SALAS DE ACESSO A INTERNET
3020;0;1;2;;;4755502;4781400;4789001;;;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;;
1162;0;;;;;2949201;;;;;FABRICACAO DE BANCOS E ESTOFADOS PARA VEICULOS AUTOMOTORES;;;;
75;0;;;;;4930201;;;;;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;;;;
76;0;1;2;3;4;4921301;4921302;4922102;4924800;4930202;TRANSPORTE ESCOLAR;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO INTERESTADUAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO INTERMUNICIPAL EM REGIAO METROPOLITANA;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS COM ITINERARIO FIXO MUNICIPAL;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL
320;0;;;;;8599603;;;;;TREINAMENTO EM INFORMATICA;;;;
1202;0;1;2;3;;4321500;4322301;4330404;4330405;;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;
1203;0;;;;;6010100;;;;;ATIVIDADES DE RADIO;;;;
1208;0;1;2;3;4;8630501;8630502;8630503;8711501;8711503;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;ATIVIDADES DE ASSISTENCIA A DEFICIENTES FISICOS IMUNODEPRIMIDOS E CONVALESCENTES;CLINICAS E RESIDENCIAS GERIATRICAS
1238;0;1;2;;;8511200;8512100;8513900;;;EDUCACAO INFANTIL  CRECHE;EDUCACAO INFANTIL  PREESCOLA;ENSINO FUNDAMENTAL;;
3021;0;1;2;3;4;4631100;4635402;4635499;4637199;4647801;COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA;COMERCIO ATACADISTA DE BEBIDAS NAO ESPECIFICADAS ANTERIORMENTE;COMERCIO ATACADISTA DE CERVEJA CHOPE E REFRIGERANTE;COMERCIO ATACADISTA DE LEITE E LATICINIOS;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
1260;0;1;;;;6920601;6920602;;;;ATIVIDADES DE CONSULTORIA E AUDITORIA CONTABIL E TRIBUTARIA;ATIVIDADES DE CONTABILIDADE;;;
1264;0;1;2;;;4619200;6319400;7490104;;;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS;PORTAIS PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;;
1278;0;1;;;;4520001;4520005;;;;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;;;
1044;0;1;;;;4712100;5611203;;;;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;;;
512;0;;;;;4635402;;;;;COMERCIO ATACADISTA DE CERVEJA CHOPE E REFRIGERANTE;;;;
1295;0;1;;;;2539001;2542000;;;;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SERVICOS DE USINAGEM TORNEARIA E SOLDA;;;
1235;0;1;2;3;4;4623106;4632001;4633801;4639701;4661300;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;COMERCIO ATACADISTA DE FRUTAS VERDURAS RAIZES TUBERCULOS HORTALICAS E LEGUMES FRESCOS;COMERCIO ATACADISTA DE MAQUINAS APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO PARTES E PECAS;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;COMERCIO ATACADISTA DE SEMENTES FLORES PLANTAS E GRAMAS
85;0;1;2;3;4;4744001;4755502;4755503;4759899;4761003;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
86;0;1;;;;4755503;4759801;;;;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA CORTINAS E PERSIANAS;;;
1300;0;1;2;3;4;4755502;4755503;4761003;4781400;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS
88;0;1;2;3;;4712100;4742300;4744003;4744099;;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS;COMERCIO VAREJISTA DE MATERIAL ELETRICO;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;
89;0;1;2;3;4;7312200;7319002;7319003;8220200;8230001;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE EXCETO EM VEICULOS DE COMUNICACAO;ATIVIDADES DE TELEATENDIMENTO;MARKETING DIRETO;PROMOCAO DE VENDAS;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS
1308;0;1;2;3;;4520001;4520003;4520004;4520005;;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;SERVICOS DE LAVAGEM LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;
91;0;;;;;0810099;;;;;EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO;;;;
92;0;1;2;;;4322302;4751200;9521500;;;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;;
93;0;;;;;1629302;;;;;FABRICACAO DE ARTEFATOS DIVERSOS DE CORTICA BAMBU PALHA VIME E OUTROS MATERIAIS TRANCADOS EXCETO MOVEIS;;;;
94;0;;;;;4741500;;;;;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA;;;;
95;0;1;;;;4923001;5229001;;;;SERVICO DE TAXI;SERVICOS DE APOIO AO TRANSPORTE POR TAXI INCLUSIVE CENTRAIS DE CHAMADA;;;
1294;0;1;2;3;4;5320201;7319002;8211300;8219999;9609208;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;PROMOCAO DE VENDAS;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL
134;0;;;;;4723700;;;;;COMERCIO VAREJISTA DE BEBIDAS;;;;
826;0;;;;;6463800;;;;;OUTRAS SOCIEDADES DE PARTICIPACAO EXCETO HOLDINGS;;;;
1313;0;1;;;;4713002;4789002;;;;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;LOJAS DE VARIEDADES EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;;;
1316;0;;;;;4330402;;;;;INSTALACAO DE PORTAS JANELAS TETOS DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL;;;;
98;0;1;2;;;4774100;4783101;4783102;;;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;;
3;0;;;;;4782201;;;;;COMERCIO VAREJISTA DE CALCADOS;;;;
1321;0;1;2;3;;4120400;6810201;6810202;8219999;;ALUGUEL DE IMOVEIS PROPRIOS;COMPRA E VENDA DE IMOVEIS PROPRIOS;CONSTRUCAO DE EDIFICIOS;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;
1322;0;1;;;;1412601;8230001;;;;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;;;
101;0;1;;;;4330401;4744005;;;;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL;;;
1289;0;1;;;;9601701;9601703;;;;LAVANDERIAS;TOALHEIROS;;;
102;0;1;;;;1351100;4755503;;;;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO;;;
1330;0;;;;;6612605;;;;;AGENTES DE INVESTIMENTOS EM APLICACOES FINANCEIRAS;;;;
104;0;1;;;;3329501;4754701;;;;COMERCIO VAREJISTA DE MOVEIS;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL;;;
105;0;1;2;;;4744002;4759801;5223100;;;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;ESTACIONAMENTO DE VEICULOS;;
1333;0;1;2;;;4753900;4754701;4789099;;;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;;
1339;0;1;2;3;4;1411802;4759801;4772500;4781400;4789099;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;FACCAO DE ROUPAS INTIMAS
108;0;1;2;;;3511502;6463800;6630400;;;ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO;ATIVIDADES DE COORDENACAO E CONTROLE DA OPERACAO DA GERACAO E TRANSMISSAO DE ENERGIA ELETRICA;OUTRAS SOCIEDADES DE PARTICIPACAO EXCETO HOLDINGS;;
3017;0;1;;;;4781400;4789002;;;;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;;;
1344;0;1;2;3;4;3101200;3329501;4321500;4399103;9529105;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;INSTALACAO E MANUTENCAO ELETRICA;OBRAS DE ALVENARIA;REPARACAO DE ARTIGOS DO MOBILIARIO;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL
110;0;1;;;;1020101;4634603;;;;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR;PRESERVACAO DE PEIXES CRUSTACEOS E MOLUSCOS;;;
1353;0;1;2;3;4;4686902;4755502;4761003;4763601;4772500;COMERCIO ATACADISTA DE EMBALAGENS;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
1317;0;1;2;3;4;4723700;5611201;5611202;5620101;5620104;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;COMERCIO VAREJISTA DE BEBIDAS;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;RESTAURANTES E SIMILARES
112;0;1;2;3;;1091102;3299099;5620104;8230001;;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;
2781;0;1;2;;;4923002;4929901;4929999;;;OUTROS TRANSPORTES RODOVIARIOS DE PASSAGEIROS NAO ESPECIFICADOS ANTERIORMENTE;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;;
2780;0;1;2;3;;4772500;4781400;7723300;9602501;;ALUGUEL DE OBJETOS DO VESTUARIO JOIAS E ACESSORIOS;CABELEIREIROS MANICURE E PEDICURE;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;
2782;0;1;2;;;6920601;8599603;8599604;;;ATIVIDADES DE CONTABILIDADE;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;TREINAMENTO EM INFORMATICA;;
2808;0;1;;;;6209100;8599604;;;;SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;;;
2809;0;1;2;3;4;4712100;4721103;4755502;4789005;5611203;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES
2812;0;1;2;3;4;0121101;0133404;0133409;0133499;0139399;CULTIVO DE CITRICOS EXCETO LARANJA;CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;CULTIVO DE MARACUJA;CULTIVO DE OUTRAS PLANTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE;HORTICULTURA EXCETO MORANGO
2810;0;1;2;3;4;4772500;4781400;4782201;4789001;8230001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS
2806;0;1;2;3;4;4623101;4633802;4712100;4724500;4789004;COMERCIO ATACADISTA DE ANIMAIS VIVOS;COMERCIO ATACADISTA DE AVES VIVAS E OVOS;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS MERCEARIAS E ARMAZENS
2804;0;1;2;3;4;4530703;7711000;7719599;7732201;7732202;ALUGUEL DE ANDAIMES;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR EXCETO ANDAIMES;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE SEM CONDUTOR
2805;0;1;;;;0111302;0151203;;;;CRIACAO DE BOVINOS EXCETO PARA CORTE E LEITE;CULTIVO DE MILHO;;;
2813;0;1;2;3;4;4755502;4755503;4759899;4763601;4781400;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
2649;0;;;;;3702900;;;;;ATIVIDADES RELACIONADAS A ESGOTO EXCETO A GESTAO DE REDES;;;;
2685;0;1;2;3;4;4772500;4781400;4782201;4782202;4789002;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
2683;0;1;2;3;4;1099605;5611201;7319002;8230001;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;FABRICACAO DE PRODUTOS PARA INFUSAO CHA MATE ETC;PROMOCAO DE VENDAS;RESTAURANTES E SIMILARES;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS
2682;0;1;;;;8599699;9329899;;;;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;;;
2699;0;1;;;;8011102;9609208;;;;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;SERVICOS DE ADESTRAMENTO DE CAES DE GUARDA;;;
2681;0;1;2;3;4;6462000;6630400;6810201;6821801;7719599;ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO;COMPRA E VENDA DE IMOVEIS PROPRIOS;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE SEM CONDUTOR
2700;0;1;2;;;4721104;5620102;5620104;;;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;;
2691;0;1;;;;2592601;4663000;;;;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL PARTES E PECAS;FABRICACAO DE PRODUTOS DE TREFILADOS DE METAL PADRONIZADOS;;;
